can_select,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,now_cost,points_per_game,selected_by_percent,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank_type,creativity_rank_type,threat_rank_type,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank_type,form_rank_type,points_per_game_rank_type,selected_rank_type,starts_per_90,clean_sheets_per_90,position_name,age,years_in_team,status_a,status_d,status_i,status_s,status_u,team_name_Arsenal,team_name_Aston Villa,team_name_Bournemouth,team_name_Brentford,team_name_Brighton,team_name_Chelsea,team_name_Crystal Palace,team_name_Everton,team_name_Fulham,team_name_Ipswich,team_name_Leicester,team_name_Liverpool,team_name_Man City,team_name_Man Utd,team_name_Newcastle,team_name_Nott'm Forest,team_name_Southampton,team_name_Spurs,team_name_West Ham,team_name_Wolves
0,100.0,100.0,0,0,-2,2,1,2.2,1.5,2,0.0,0,48,2.7,0.9,40,110618,0,323972,0,0.0,8.3,518,0,1,4,1,0,0,0,1,0,0,2,141,83.4,92.8,66.0,24.1,5,0.65,0.52,1.17,3.21,0,0,0,0,0,0,0,148,95,99,130,10.0,10.0,10.0,0.11,0.0,0.09,0.2,0.56,0.17,35,229,56,82,0.87,0.69,Defender,28.6,3.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,100.0,0,0,-4,4,0,1.5,1.5,0,0.0,0,41,3.5,0.7,7,92955,0,261168,0,0.0,1.7,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.0,0.0,0.0,2.91,0,0,0,0,0,0,0,36,66,47,36,10.0,10.0,10.0,0.0,5.5,0.0,0.0,1.46,1.0,35,45,15,33,1.0,0.0,Goalkeeper,36.0,0.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,100.0,0,0,-3,3,0,1.8,1.5,2,0.0,0,67,1.5,0.8,26,56881,0,165293,0,0.0,3.9,490,0,2,1,4,0,0,0,1,0,0,0,64,67.2,125.5,122.0,31.3,7,1.43,0.48,1.91,4.33,0,0,0,0,0,0,0,195,167,139,180,10.0,3.0,10.0,0.26,0.0,0.09,0.35,0.8,0.73,17,330,186,72,1.29,0.18,Midfielder,30.6,0.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,100.0,0,0,-2,2,1,2.2,1.5,0,0.0,0,58,2.1,1.5,39,285601,0,425538,0,0.0,6.7,978,2,1,1,12,0,0,0,4,0,0,1,142,252.6,118.2,176.0,54.6,11,0.86,0.69,1.55,10.28,0,0,0,0,0,0,0,101,78,40,84,10.0,10.0,10.0,0.08,0.0,0.06,0.14,0.95,1.1,8,262,90,63,1.01,0.09,Defender,23.2,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,100.0,0,0,0,0,0,3.5,1.5,1,0.0,0,45,1.6,0.4,37,115370,0,79089,0,0.0,8.2,1362,1,0,5,16,0,0,0,3,2,0,0,237,176.0,170.7,57.0,40.0,15,0.16,0.51,0.67,16.65,0,0,0,0,0,0,0,151,150,179,164,10.0,10.0,10.0,0.01,0.0,0.03,0.04,1.1,1.06,263,67,170,85,0.99,0.33,Midfielder,18.8,2.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,100.0,0,0,0,0,1,3.2,1.5,2,0.0,0,60,3.3,1.5,92,677828,0,522817,0,0.0,15.3,1575,7,2,4,17,0,0,0,2,1,0,8,326,456.8,265.8,511.0,123.3,17,5.75,1.18,6.93,15.71,0,0,0,0,0,0,0,60,114,40,68,10.0,10.0,10.0,0.33,0.0,0.07,0.4,0.9,0.97,48,299,53,52,0.97,0.23,Midfielder,29.1,0.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,45,0.0,0.0,0,2791,0,2341,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,292,292,283,292,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,262,66,293,276,0.0,0.0,Midfielder,21.9,3.7,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,45,0.0,0.1,0,4526,0,4943,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,82,80,71,82,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19,69,82,69,0.0,0.0,Goalkeeper,19.3,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,40,0.0,0.0,0,11257,0,10392,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,239,238,229,239,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,219,89,238,192,0.0,0.0,Defender,26.578193146417448,0.8,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,45,0.0,0.0,0,3033,0,2565,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,320,320,312,320,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,300,104,321,277,0.0,0.0,Midfielder,19.6,0.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
